Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
World,3032160395,3073368588,3126509808,3191786431,3257459749,3324545317,3394783656,3464689184,3535355320,3610178790,3685753338,3763393041,3840269676,3916243700,3992871281,4067740570,4140647345,4213305198,4287155677,4362863940,4439337768,4517802653,4599181618,4681262097,4763043104,4846338373,4932113628,5020001100,5108813275,5197758288,5288103216,5375488625,5459753863,5544873088,5628791182,5713794373,5796632121,5879433899,5961166045,6041818590,6121682741,6201340848,6280531847,6359901308,6439827446,6520301437,6601480650,6683228246,6766302523,6849573246,6932880892,7014998805,7099548883,7185078354,7271228018,7357369754,7444027227,7525888000,7607080000,7687430000,7766933000,7845616000,7923458000,8000440000,8076524000,8151662000,8225807000,8298963000,8371141000,8442358000,8512638000,8582009000,8650477000,8718015000,8784644000,8850389000,8915293000,8979371000,9042629000,9105061000,9166706000,9227490000,9287403000,9346319000,9404206000,9461036000,9516729000,9571319000,9624797000,9677139000,9727900000
